N (kg/ha),P (kg/ha),K (kg/ha),Fertilizer A (kg/ha),Fertilizer B (kg/ha),Crop Yield (tons/ha),Soil Type,"Climate (Temp °C, Rainfall mm)"
49.03,23.63,37.34,128.78,57.68,8.0,Silty Clay,"(25.689083839220267, 156.37906413916292)"
66.68,35.58,61.61,50.18,80.76,7.66,Clayey Loam,"(29.079537569843918, 303.6114755598292)"
45.29,40.88,66.47,88.99,52.45,4.48,Sandy Clay Loam,"(20.419741485542094, 156.82673432903204)"
41.64,31.96,26.35,67.38,74.83,5.22,Sandy Clay Loam,"(17.127643727418814, 462.6012803587644)"
37.63,18.89,65.36,74.18,89.71,5.26,Clayey Loam,"(23.231970961338085, 288.21268110415986)"
53.1,30.71,62.79,58.74,89.66,6.67,Loam,"(22.040649454594373, 128.298558439105)"
67.72,28.44,65.96,122.59,90.47,4.75,Silty Clay Loam,"(21.314856162053932, 264.05479378120583)"
63.98,44.73,39.13,58.74,52.27,4.26,Sandy Loam,"(30.439683859888785, 204.88872943395998)"
54.65,19.2,62.19,57.66,25.67,5.59,Loam,"(31.666787764084376, 263.2761784501877)"
63.59,42.06,44.88,81.5,21.26,4.45,Clayey Loam,"(17.027588597022458, 493.32749415626716)"
45.78,25.04,54.66,83.26,56.94,5.52,Sandy Clay Loam,"(18.42081649491983, 186.91991372161385)"
34.94,37.26,48.17,63.44,91.5,7.46,Silty Clay Loam,"(16.688471877542355, 195.21492549985823)"
47.43,16.69,47.95,89.77,26.57,7.38,Sandy Loam,"(28.815431194359235, 401.84972507065766)"
41.86,43.05,58.28,91.27,31.69,8.39,Clayey Loam,"(21.3054022506284, 372.06396652582265)"
65.55,33.06,59.34,41.06,72.79,4.27,Silty Clay,"(17.36846083834433, 299.8643839878629)"
69.19,39.08,70.92,83.17,65.96,4.52,Silty Clay,"(19.599145982536555, 351.2538757734943)"
55.74,26.87,74.88,48.75,85.12,8.35,Sandy Loam,"(21.165305378800312, 163.30416337471434)"
50.32,31.48,41.78,56.03,35.26,7.98,Sandy Loam,"(19.734234171307865, 208.6112535316222)"
65.38,27.37,34.07,138.29,75.36,6.57,Silty Clay Loam,"(28.501238105018338, 422.316409327272)"
65.48,25.31,44.95,147.05,42.16,6.02,Loam,"(26.133693667964195, 473.94691168081755)"
56.27,30.02,61.54,144.31,43.85,6.08,Silty Clay Loam,"(16.512376896200724, 149.7918088869805)"
69.36,23.4,44.63,105.28,72.97,6.51,Clayey Loam,"(31.203423979512845, 407.733955105222)"
52.54,18.39,47.7,113.84,84.53,4.71,Sandy Loam,"(17.88106154321824, 491.7658661485787)"
41.63,17.78,36.65,132.17,27.52,7.15,Silty Clay,"(26.72455740743651, 496.60200265463317)"
37.05,26.86,73.33,82.71,89.71,7.38,Loam,"(21.67830348667048, 237.78831798908567)"
67.45,24.58,70.98,94.76,29.35,5.8,Silty Clay Loam,"(18.084764049881272, 199.39056540854733)"
56.39,40.16,42.89,106.39,80.23,6.65,Sandy,"(17.08496412135326, 349.75639349924006)"
58.23,21.17,54.21,133.78,80.59,5.4,Sandy Loam,"(24.627286240255906, 383.4362003116987)"
45.27,38.68,57.09,61.12,44.22,8.13,Silty Clay,"(20.830467506221325, 475.8055126534508)"
46.02,36.25,50.24,138.61,75.41,7.02,Clayey Loam,"(27.077074927835717, 124.17821588023669)"
31.95,25.53,74.53,42.92,37.66,5.78,Silty Clay,"(30.379263126518047, 159.03734586088365)"
40.2,23.78,31.54,47.44,70.0,5.74,Sandy,"(19.089217714737106, 145.0536097218565)"
68.27,36.89,51.63,139.69,32.75,6.04,Clayey Loam,"(30.398370356497445, 367.9968874727855)"
38.51,26.34,69.38,126.82,62.7,5.24,Clayey Loam,"(30.44463537008896, 308.09613430261743)"
40.36,17.69,40.33,126.33,79.72,4.67,Sandy,"(28.52499098093428, 126.35733225327103)"
66.24,28.06,73.06,127.56,33.96,5.3,Silty Clay,"(15.608956361886724, 239.67590754338067)"
42.83,27.65,38.24,72.25,84.69,8.46,Silty Clay,"(19.54400101058808, 459.8910884726481)"
66.49,15.1,40.0,139.31,99.62,6.52,Sandy Loam,"(24.08777236068697, 489.30650049051593)"
33.33,31.13,44.96,108.48,86.83,6.32,Sandy Clay Loam,"(21.31977924816036, 365.9086487349648)"
30.0,42.76,26.45,103.87,90.78,7.4,Sandy,"(30.756430599674367, 152.66543878308272)"
47.53,36.38,67.19,78.27,74.48,8.12,Sandy,"(19.54196399859661, 327.4766001853691)"
63.19,17.64,32.94,49.42,30.28,7.48,Clayey Loam,"(26.090399499514167, 328.2842889803528)"
39.67,28.82,65.12,83.16,35.54,5.86,Silty Clay Loam,"(26.794268804628697, 330.61256460288797)"
47.42,40.87,43.14,70.35,21.3,5.64,Clayey Loam,"(30.934741924476917, 194.1443251626074)"
63.94,19.5,65.81,138.75,55.5,6.8,Clayey Loam,"(15.06856133600616, 279.2101315650976)"
61.77,24.69,41.83,43.06,74.57,6.54,Clayey Loam,"(20.11635575105506, 434.0099986706269)"
35.98,30.44,29.41,59.16,96.47,6.15,Sandy Loam,"(19.601906318796008, 495.1217778354026)"
63.66,32.22,68.86,47.47,93.66,7.72,Clayey Loam,"(26.32846005056399, 211.8579071783521)"
51.7,43.66,46.44,130.14,72.18,6.11,Silty Clay,"(22.537677107456876, 206.49902048151966)"
40.52,20.23,62.95,104.22,85.5,7.53,Silty Clay Loam,"(15.25239668261985, 241.8832607436524)"
63.5,36.26,33.61,125.5,67.33,8.26,Loam,"(26.70724120576855, 225.88166912865228)"
69.28,30.69,58.88,41.26,87.59,8.08,Silty Clay,"(21.191708758917514, 334.9318855567374)"
31.73,36.29,61.48,82.44,22.93,4.98,Sandy,"(21.709574560936513, 286.17291803560875)"
48.51,42.38,65.75,57.56,82.31,6.69,Sandy Clay Loam,"(19.22197984689168, 467.6964795121385)"
36.01,17.63,40.81,109.1,65.46,5.03,Sandy,"(21.922052139230285, 383.49364550809054)"
62.65,45.2,71.05,59.17,79.7,4.92,Sandy,"(27.194531915136373, 148.45140809163505)"
45.67,45.16,25.25,136.69,92.63,7.37,Clayey Loam,"(27.982677305948954, 320.4800678167361)"
65.15,26.48,62.13,112.62,44.9,4.99,Silty Clay,"(30.297263345100255, 145.5413893336604)"
60.45,19.5,61.86,80.78,51.37,7.99,Sandy,"(30.984398094976488, 128.52911883559054)"
45.02,40.41,39.61,62.19,33.65,7.8,Loam,"(23.711926265635558, 486.5353780846852)"
57.19,40.5,60.25,89.52,83.55,6.75,Sandy,"(22.394199831829763, 193.8002472490195)"
62.65,31.15,34.11,117.32,52.52,7.18,Loam,"(27.663422964702296, 202.0473591419773)"
60.0,36.61,39.84,63.15,76.88,4.07,Sandy Loam,"(20.06193733881139, 202.47318713706315)"
39.13,20.18,48.3,75.42,80.53,6.51,Sandy Clay Loam,"(25.786084877177245, 354.3182264440157)"
54.36,37.31,46.46,115.66,72.04,8.23,Sandy Loam,"(30.686501983903128, 453.18959370749286)"
58.55,20.27,60.72,47.91,92.89,6.36,Silty Clay Loam,"(18.258504303353043, 477.8140541389282)"
55.6,23.21,58.38,79.7,34.39,7.23,Silty Clay Loam,"(29.49905086202267, 275.8458117399335)"
36.38,28.81,36.2,93.19,87.87,5.33,Loam,"(17.77809566038776, 322.248005056939)"
61.19,42.01,39.63,61.36,56.62,4.79,Sandy,"(23.112641480456382, 205.32084466048374)"
44.44,26.98,34.33,49.76,20.64,7.75,Silty Clay,"(17.652727613367333, 301.48357877332455)"
47.85,16.06,59.09,138.4,52.21,7.77,Clayey Loam,"(23.644551654901626, 435.2587916121582)"
56.37,19.68,30.5,44.79,58.26,6.76,Loam,"(18.33718737434183, 288.6737449451997)"
45.94,35.51,43.69,75.51,51.69,6.34,Sandy Loam,"(23.443075735705484, 185.5916274918381)"
56.53,16.93,58.14,148.8,61.24,6.36,Loam,"(22.31541029202746, 138.8108703458708)"
50.5,23.34,29.74,75.32,35.55,4.04,Loam,"(21.672905638043986, 398.0186641352924)"
52.43,16.42,70.39,116.8,54.98,7.08,Sandy,"(21.272144074443595, 329.54721417390556)"
64.39,35.39,52.66,62.03,92.08,4.15,Silty Clay,"(27.18946024843798, 138.75932663087679)"
55.19,49.22,26.58,89.2,40.91,8.47,Sandy Loam,"(22.156103520136867, 365.4503187428743)"
61.35,18.75,46.53,62.62,66.01,5.84,Sandy Loam,"(21.988531676458525, 484.99397960782153)"
30.72,24.82,55.73,134.62,71.51,8.42,Sandy Loam,"(22.001857205979036, 458.23608876449686)"
67.81,26.41,68.12,55.0,40.82,8.28,Sandy,"(31.30140791981709, 309.36557780230385)"
62.44,48.04,65.67,141.46,38.4,8.43,Loam,"(26.742356618714474, 185.20064169538645)"
49.74,35.74,35.57,145.55,57.19,7.28,Silty Clay,"(16.34231509673159, 369.35590408521927)"
34.54,29.07,66.44,92.79,68.2,5.56,Sandy,"(26.086693792195298, 462.22577422182957)"
42.29,49.17,41.91,62.99,84.64,8.03,Sandy Clay Loam,"(31.348578018610574, 479.7318603951879)"
59.9,17.26,71.77,145.32,44.24,6.63,Silty Clay Loam,"(25.383735131789557, 251.48895799378013)"
43.04,22.0,29.8,99.13,33.05,6.92,Clayey Loam,"(31.37477194738417, 209.52109676620728)"
62.46,38.01,58.48,112.51,23.87,4.5,Clayey Loam,"(19.420787835056288, 340.5640215549056)"
58.58,34.39,55.22,68.72,48.5,5.58,Clayey Loam,"(20.123201013691506, 434.50401671951823)"
48.08,34.55,74.39,40.41,95.51,7.13,Silty Clay,"(27.225767090148302, 405.2944097663848)"
50.53,44.42,68.83,47.9,88.92,7.96,Loam,"(17.13922643873805, 425.56257375759185)"
57.93,21.09,47.13,115.43,93.7,5.24,Silty Clay,"(22.255455680974674, 260.1266532289605)"
32.77,28.78,25.79,44.4,70.77,4.06,Silty Clay,"(16.182528818370095, 182.83525116729948)"
53.97,23.96,25.08,127.22,88.79,4.96,Sandy Loam,"(25.554975135479843, 396.95012636570544)"
68.58,38.67,31.77,137.03,74.18,6.96,Loam,"(21.15657747549409, 430.430839565769)"
47.47,47.74,55.63,119.54,61.98,7.62,Silty Clay,"(20.765632595825064, 218.16093824330244)"
63.08,23.35,37.1,96.09,89.55,6.09,Silty Clay Loam,"(21.68082126093302, 482.802227459734)"
68.66,21.55,27.23,42.24,24.54,7.22,Sandy Clay Loam,"(24.539082916265762, 165.34098010661575)"
30.32,15.07,58.47,72.64,81.45,4.57,Sandy Clay Loam,"(19.14399317309928, 464.3455138619676)"
44.33,15.34,71.27,106.63,71.81,6.22,Silty Clay,"(15.11327376123651, 369.37205713933105)"
32.42,49.53,54.66,74.54,96.06,8.17,Sandy Loam,"(28.5456660581817, 228.40323121506867)"
55.01,38.84,45.32,43.04,34.45,6.71,Sandy,"(28.546035483179068, 275.54267242916706)"
39.61,18.98,66.43,60.48,91.91,4.26,Silty Clay Loam,"(28.62315488661457, 302.5367259827285)"
66.56,29.61,60.32,97.47,37.95,5.43,Silty Clay Loam,"(19.47650407404801, 317.266040648933)"
64.78,25.99,61.66,140.25,76.55,8.11,Loam,"(31.380830871251888, 292.8410087959287)"
45.83,33.31,54.27,44.46,48.49,6.56,Silty Clay,"(30.63019324184529, 215.25179168077472)"
64.03,44.22,50.31,54.33,70.81,7.42,Silty Clay,"(19.82641827233556, 239.2187250527224)"
50.07,31.76,46.3,94.88,50.0,4.32,Loam,"(15.216497404991317, 464.10465366074146)"
46.41,16.04,57.39,87.2,49.43,4.58,Sandy,"(27.354341820217066, 402.19217172269697)"
61.5,43.79,55.75,136.49,46.59,4.67,Loam,"(17.713705456318458, 321.27700709185444)"
52.02,45.97,49.13,73.22,50.08,5.29,Silty Clay,"(19.379413275829865, 379.65541149062267)"
56.96,41.7,59.93,67.72,93.02,5.53,Sandy Clay Loam,"(31.594486415986204, 217.90427077956633)"
59.71,37.33,60.86,134.8,80.82,6.9,Silty Clay,"(15.33000477334185, 470.2356917157537)"
60.67,37.31,70.1,114.87,93.11,5.61,Clayey Loam,"(30.4936834884833, 321.7404581837053)"
30.73,46.27,53.78,111.81,24.28,6.07,Loam,"(16.389877008971638, 441.06195025578296)"
61.68,16.56,49.59,137.54,78.19,6.73,Silty Clay,"(16.49214636423001, 230.15197998378295)"
62.53,27.15,52.89,44.25,83.94,7.25,Sandy Loam,"(31.482173231319525, 324.07752703558606)"
56.04,34.73,45.18,79.28,75.9,8.37,Silty Clay Loam,"(27.367930138013264, 123.05771032254285)"
69.63,45.14,55.84,106.3,92.36,5.57,Silty Clay,"(22.82780046936441, 478.858296742174)"
30.63,31.05,58.22,42.8,83.45,6.5,Silty Clay,"(24.083557096773625, 235.98789631825952)"
38.84,19.55,67.56,79.06,33.6,5.66,Sandy Clay Loam,"(23.31197371018153, 249.69362091358443)"
35.09,37.39,47.64,131.22,27.22,5.71,Loam,"(24.361072159898473, 128.72078957600627)"
65.0,22.28,34.31,134.66,75.35,5.12,Sandy Loam,"(28.43235406352228, 360.1946792640026)"
46.8,43.63,28.96,125.65,45.2,5.9,Clayey Loam,"(27.18745985553665, 146.74099829818033)"
69.43,26.01,27.49,79.33,71.06,7.84,Loam,"(25.383082109266276, 149.7216342251454)"
64.35,24.14,28.01,127.23,33.49,4.24,Sandy Loam,"(25.291115607782686, 436.2044247027309)"
32.07,19.87,52.95,69.36,30.44,7.13,Clayey Loam,"(18.6137824158226, 198.59573769697099)"
38.68,30.67,38.62,73.09,90.85,5.59,Sandy,"(31.101415545511124, 257.9306087388048)"
63.96,27.79,73.45,145.74,32.66,5.34,Sandy,"(17.887547676353996, 418.4432868693389)"
43.4,27.15,38.05,43.21,31.25,7.36,Sandy,"(23.089268061738423, 381.4063731078162)"
51.6,26.88,65.11,146.82,43.89,4.09,Sandy Loam,"(16.93607093399251, 402.570405613733)"
32.12,15.1,37.55,111.04,51.12,5.26,Sandy Clay Loam,"(22.288576112491917, 426.322394354379)"
59.19,15.01,64.14,73.91,54.69,6.4,Sandy Clay Loam,"(16.029057952561278, 481.82657262204987)"
35.52,49.15,67.39,111.25,52.23,4.15,Silty Clay Loam,"(20.568774857326115, 122.28490913010286)"
34.45,41.2,70.56,107.97,72.76,4.03,Loam,"(30.09215307862742, 352.02067619636654)"
57.59,26.86,67.5,135.75,78.75,6.81,Silty Clay,"(24.296546003021643, 461.75693487483363)"
35.96,35.39,54.62,73.73,91.92,8.43,Clayey Loam,"(31.59443068056057, 289.3407383084769)"
36.59,30.99,58.66,147.38,84.82,7.57,Loam,"(23.7351994013017, 138.9055663163046)"
54.08,46.12,39.02,134.3,27.74,6.95,Silty Clay Loam,"(21.889713450063482, 451.8243765945082)"
64.34,46.98,31.04,76.35,75.63,6.03,Sandy Loam,"(30.821345136627386, 248.37207399550437)"
68.58,21.26,32.14,52.49,61.32,5.89,Sandy Loam,"(15.122100232129627, 465.8520790519015)"
66.21,41.4,37.72,43.83,71.6,6.02,Sandy Clay Loam,"(16.425116323201006, 417.4621833820032)"
53.55,29.46,49.08,130.46,38.93,7.92,Sandy,"(31.987698023833524, 200.2120522254129)"
59.01,18.03,51.74,119.43,38.91,4.82,Sandy Loam,"(26.09045961033621, 222.8154233340773)"
46.61,44.15,45.99,136.49,43.1,7.07,Clayey Loam,"(24.117427904057337, 487.424674857692)"
42.77,20.94,48.26,47.38,58.91,8.1,Clayey Loam,"(23.141416190687828, 447.2844698324286)"
50.46,19.78,57.43,103.1,58.11,7.66,Loam,"(28.907245076779198, 359.09195543376813)"
33.57,29.21,41.13,40.8,35.83,7.38,Clayey Loam,"(24.372194843180296, 158.7441576205551)"
53.87,40.08,34.75,90.28,95.49,6.41,Sandy Loam,"(16.239055559142802, 183.73836879606404)"
52.92,15.68,73.49,87.9,20.95,4.76,Clayey Loam,"(16.18964290932643, 221.39982061697094)"
49.03,44.39,37.22,110.47,66.64,5.64,Sandy Clay Loam,"(31.55280947538914, 276.0515198289752)"
48.24,48.01,42.37,114.35,87.48,5.08,Loam,"(15.505171407902651, 433.7147529973754)"
66.87,41.75,48.56,43.63,59.7,5.24,Sandy Loam,"(26.44140283572459, 271.29912093232576)"
65.49,29.85,71.93,131.35,36.21,7.82,Sandy Loam,"(22.902039340398645, 360.81874443008604)"
32.39,20.71,39.73,53.55,27.62,6.11,Sandy Loam,"(25.66835746894423, 319.7679410371343)"
34.46,42.78,64.73,40.85,22.77,4.7,Sandy,"(27.621311124985315, 392.84970377774323)"
53.84,37.19,46.63,69.76,61.48,7.92,Silty Clay,"(20.562966462366354, 308.919787008344)"
65.64,41.43,45.48,140.44,59.8,6.47,Sandy Loam,"(27.56625623518628, 358.33047172778913)"
58.25,44.75,25.06,54.12,92.01,6.23,Sandy,"(20.687460850293732, 233.24355016537675)"
57.66,49.59,55.78,57.21,61.97,5.09,Silty Clay Loam,"(18.499077199463173, 429.661761790427)"
30.56,20.81,29.54,128.75,70.8,6.86,Sandy,"(27.2399954813152, 222.42973036182696)"
59.4,28.68,38.24,112.78,37.92,4.14,Sandy Loam,"(16.921372622628343, 416.87927635017786)"
38.04,34.95,66.82,110.84,87.43,7.94,Loam,"(22.011089676587638, 424.04599350831563)"
41.69,26.14,72.52,132.3,51.68,6.59,Sandy,"(15.393623868496482, 257.36040304937274)"
44.31,40.57,45.65,81.19,96.62,5.16,Silty Clay,"(22.863185089739922, 371.09408020994783)"
36.43,28.26,32.9,60.91,34.68,7.61,Silty Clay Loam,"(20.030390376156113, 352.32394436272034)"
40.29,27.42,29.89,83.41,37.92,4.6,Loam,"(23.082927905602006, 416.32664190408417)"
56.47,42.4,54.8,46.23,61.58,5.59,Silty Clay Loam,"(16.108814028092635, 378.0458552497491)"
40.15,45.17,27.96,141.07,83.66,6.31,Sandy,"(27.439101369503696, 388.6660855163571)"
42.74,26.63,27.32,59.05,78.5,8.35,Sandy Clay Loam,"(19.50931202771916, 399.9428557444634)"
49.81,26.74,36.47,127.69,34.02,5.27,Sandy,"(26.328369254497524, 489.1790721681955)"
60.69,39.23,72.38,88.43,46.66,4.85,Clayey Loam,"(30.221558662967468, 392.2078400896886)"
63.11,35.98,67.22,45.99,49.97,4.88,Sandy Clay Loam,"(17.72167230993455, 279.47732163335263)"
60.75,21.44,57.07,88.88,75.73,8.3,Silty Clay,"(24.1873410629778, 353.09607827029265)"
61.4,39.84,74.09,57.07,94.23,5.08,Silty Clay Loam,"(24.56550921473424, 461.90041367002215)"
36.37,36.51,70.14,119.72,92.77,6.36,Clayey Loam,"(28.879124029801545, 182.3791651157778)"
50.66,35.8,28.49,40.82,46.18,6.54,Silty Clay,"(24.57104097435431, 433.70720416152056)"
57.17,29.46,38.17,73.81,99.18,6.8,Silty Clay,"(20.7020408414961, 140.91961010646247)"
33.11,43.13,59.37,52.34,87.6,8.17,Clayey Loam,"(15.66454811284208, 367.7961233957549)"
48.37,35.85,31.74,100.7,62.04,6.83,Loam,"(29.350235969100908, 491.36922393304934)"
62.46,40.78,36.01,66.34,66.38,4.54,Silty Clay,"(21.509033036055737, 173.3049439740633)"
35.06,36.43,32.81,95.97,60.94,6.17,Silty Clay Loam,"(17.974921679312033, 350.9870536994224)"
39.04,16.64,53.48,127.24,69.47,4.24,Silty Clay,"(29.890848389686482, 171.31705541933846)"
66.72,35.7,60.02,126.58,78.16,8.23,Silty Clay Loam,"(28.50207019412487, 499.36760301288126)"
57.7,22.2,30.0,127.8,78.92,4.89,Clayey Loam,"(19.026995555383735, 144.79293694180376)"
45.66,27.55,40.91,55.52,36.17,4.51,Sandy Clay Loam,"(25.49209245632023, 137.8011501109385)"
39.17,22.16,45.36,59.23,54.6,7.49,Loam,"(15.686277461660513, 240.89460331672814)"
52.02,24.75,44.0,58.4,63.78,7.69,Loam,"(26.65594955003538, 193.15597922273486)"
62.65,33.11,46.55,134.62,39.8,6.4,Silty Clay,"(25.351084105534156, 339.6425401470266)"
48.09,46.42,29.84,76.38,51.18,6.4,Sandy,"(22.589152309015937, 419.5623209046604)"
60.06,28.4,59.15,131.21,77.51,7.79,Sandy,"(27.369610246090666, 198.0987629373975)"
69.27,35.76,74.64,55.85,80.52,6.77,Silty Clay,"(20.890206658757386, 160.54511709088928)"
44.41,18.83,51.18,124.47,31.55,5.99,Silty Clay Loam,"(23.188348697453435, 426.9496433085039)"
56.46,48.47,25.61,137.46,48.72,4.06,Sandy Clay Loam,"(16.72290947735513, 349.0783803946724)"
48.8,19.29,44.04,71.01,94.7,6.68,Sandy Clay Loam,"(22.5905645872084, 125.2538250864909)"
57.01,45.31,49.25,89.95,64.25,5.52,Silty Clay,"(21.729516979002028, 498.0126578929754)"
63.59,43.69,70.01,62.26,57.98,4.69,Silty Clay Loam,"(29.35203218065952, 154.05097531048347)"
64.1,33.95,62.75,100.05,58.96,5.77,Sandy Loam,"(19.719956484073858, 140.14772711194024)"
54.53,30.48,73.96,45.78,44.1,4.42,Sandy Clay Loam,"(30.652423385541038, 356.51708154050226)"
57.86,33.31,40.64,77.64,59.67,4.05,Clayey Loam,"(24.13028151239105, 370.23830453000676)"
65.01,22.28,26.21,89.2,81.23,5.05,Sandy Clay Loam,"(23.607505595136715, 488.1159428215688)"
31.79,48.76,49.99,103.08,71.78,7.55,Sandy Loam,"(26.904287944300393, 472.32721872418006)"
45.11,20.22,28.1,68.03,48.4,6.17,Sandy Clay Loam,"(27.435024397406746, 301.1764468146756)"
56.15,40.6,32.93,96.18,91.2,7.89,Sandy Loam,"(22.002091409762574, 201.76603384146702)"
66.14,47.64,62.05,57.07,57.1,4.21,Sandy,"(15.687267748534005, 365.5232608034489)"
56.5,43.51,54.81,58.14,70.23,6.82,Silty Clay,"(20.891953928021486, 273.6462532699152)"
43.61,34.39,55.53,116.49,78.44,5.18,Sandy,"(16.130692944944414, 357.6815230042033)"
43.34,23.03,45.79,83.27,41.83,4.94,Sandy,"(21.825496857092915, 160.05886225623092)"
35.98,26.21,74.23,148.25,75.72,6.4,Silty Clay Loam,"(16.101938152741912, 458.2764900683516)"
67.71,45.11,48.07,79.05,35.34,5.63,Silty Clay,"(17.37324997954751, 497.96659285058746)"
46.28,16.08,50.74,123.14,40.07,8.13,Loam,"(29.26155351105716, 175.3463608817403)"
62.18,29.69,40.79,52.63,29.45,6.4,Sandy,"(19.980697199799398, 469.0899652615782)"
52.0,43.07,55.33,76.41,40.21,8.48,Sandy,"(26.30199219142669, 243.20179227141153)"
49.66,40.82,52.45,97.36,50.22,7.66,Loam,"(30.975133637118084, 144.52900181630227)"
54.6,49.06,52.44,138.1,32.32,6.05,Sandy Clay Loam,"(28.834325731586574, 151.16941057141076)"
46.98,41.31,64.48,65.44,66.63,5.12,Loam,"(28.345385025008703, 308.60645421037884)"
53.53,18.16,41.23,80.33,68.61,6.13,Clayey Loam,"(17.014367288018644, 326.06471269934644)"
65.49,29.73,60.53,78.56,90.07,5.98,Sandy Loam,"(15.353861621522666, 212.75354100726588)"
57.41,39.37,33.88,124.56,86.99,6.79,Sandy,"(16.57346434580008, 324.0928720986215)"
58.74,37.61,55.35,123.66,86.71,4.49,Clayey Loam,"(16.16212810650953, 332.7077218855087)"
45.42,25.41,26.59,69.32,39.58,4.46,Clayey Loam,"(18.26654152840531, 220.5195622614287)"
60.93,23.14,60.87,128.8,83.35,6.05,Sandy Loam,"(26.25617064055503, 409.5820100378037)"
66.96,31.39,35.59,75.49,30.19,8.27,Silty Clay,"(19.915885719628484, 217.24917257562151)"
61.59,30.2,50.11,65.18,67.06,8.04,Sandy Clay Loam,"(24.90741108077202, 387.74709956470525)"
51.19,18.82,26.91,59.79,80.53,4.88,Sandy,"(17.354252239097423, 263.2796415705281)"
53.0,44.17,35.5,71.48,20.41,5.56,Silty Clay,"(19.468035692674125, 212.68047187830163)"
47.44,20.89,29.73,101.53,66.94,7.33,Clayey Loam,"(17.106163518260125, 312.44073288403865)"
60.75,46.88,73.38,46.38,96.22,5.35,Sandy Loam,"(19.91831363157591, 220.12858770821873)"
50.78,31.83,54.23,120.41,97.05,8.04,Sandy Loam,"(23.753400108857054, 421.0201476047673)"
40.9,29.16,36.83,64.82,20.7,7.16,Sandy Loam,"(29.831555418712725, 347.039652678758)"
62.29,47.53,25.77,49.87,20.53,6.19,Sandy Clay Loam,"(22.459308823132694, 374.7914369564694)"
30.98,16.75,69.12,108.18,49.77,8.37,Sandy,"(27.071256386466725, 161.58813580461324)"
59.08,49.59,69.16,108.42,59.35,8.38,Sandy Clay Loam,"(23.670215379761167, 346.73202681332486)"
40.26,49.82,66.78,130.03,53.4,4.82,Clayey Loam,"(16.007476943018226, 481.47832499861414)"
57.72,42.43,59.87,83.98,94.09,6.44,Sandy Clay Loam,"(21.377481358763788, 354.1936579097763)"
61.7,32.99,27.88,63.05,94.24,5.91,Silty Clay,"(24.84631246873757, 235.20134957920942)"
33.84,28.2,39.31,98.91,71.36,5.32,Silty Clay,"(25.989851398704523, 368.00354053822264)"
40.47,37.62,39.09,106.58,66.33,6.2,Sandy Clay Loam,"(24.441446247446574, 380.3293688934512)"
49.69,39.15,57.88,124.65,92.05,8.14,Silty Clay,"(16.44545186280998, 194.95281225956302)"
35.39,43.12,38.02,69.29,92.07,5.75,Loam,"(27.2268371830018, 462.3624164102099)"
47.91,43.63,52.17,142.84,35.55,7.84,Sandy Clay Loam,"(26.639111220685106, 295.03133562857795)"
47.13,27.54,31.32,68.21,97.87,7.77,Clayey Loam,"(17.83141777854011, 271.11892037889595)"
50.53,27.33,34.08,49.13,31.12,4.65,Silty Clay,"(18.894226418932845, 178.91918992735052)"
34.22,25.6,62.83,90.95,87.71,5.65,Clayey Loam,"(15.404578817603488, 334.95247325781645)"
69.75,32.77,62.84,52.72,63.9,5.58,Sandy,"(24.19552142013047, 290.2587233730268)"
59.47,30.05,33.24,54.98,95.65,6.05,Silty Clay Loam,"(15.995997086701289, 399.8804455670415)"
68.26,26.02,64.98,61.82,27.73,7.08,Loam,"(29.865674882640437, 141.97375458434962)"
44.14,41.6,44.67,85.37,40.59,8.4,Sandy Loam,"(18.56626879011098, 180.96394992060948)"
64.73,32.29,73.94,94.68,72.24,6.99,Sandy,"(28.8360950153292, 306.772914246166)"
47.98,42.89,66.26,129.19,43.7,5.26,Sandy Loam,"(22.969685630996842, 182.63490828701362)"
52.6,28.72,36.71,131.61,25.8,5.72,Sandy Loam,"(20.625482294366314, 243.8784886645426)"
55.53,34.44,49.26,40.18,81.23,7.06,Silty Clay Loam,"(24.534182528208405, 280.98421184636726)"
52.15,36.36,34.97,124.26,91.85,5.67,Sandy Clay Loam,"(16.41917887226475, 332.0669275016346)"
64.97,33.81,40.75,96.1,55.52,6.03,Loam,"(18.118659939277116, 268.1343174822508)"
62.88,46.79,53.3,122.23,65.67,7.04,Loam,"(24.042804333777696, 124.80222549885728)"
66.24,19.36,69.22,116.03,49.95,6.84,Sandy Loam,"(20.223311599300402, 217.53136925733602)"
46.17,38.4,48.35,147.08,22.55,8.33,Sandy,"(25.20474492454489, 262.9321128492867)"
68.95,42.97,54.74,109.98,69.99,6.08,Silty Clay Loam,"(17.26245927604159, 439.2059485424265)"
58.53,31.67,67.29,57.4,70.48,7.54,Silty Clay Loam,"(22.52644437377087, 276.1305723495059)"
37.72,38.32,73.77,99.98,89.65,6.12,Sandy Clay Loam,"(30.15351720515109, 308.1639455137319)"
38.16,24.32,47.93,61.64,70.9,6.27,Sandy,"(20.74567768765972, 152.2312441960859)"
37.05,36.79,30.59,62.31,22.42,7.03,Sandy,"(21.47761807362203, 323.4346017487562)"
45.94,18.01,26.73,97.36,43.37,4.04,Silty Clay,"(15.718928599494065, 336.5128046686344)"
66.71,38.63,29.86,115.19,53.22,7.45,Silty Clay Loam,"(21.81709245037217, 254.54660888126583)"
55.07,27.99,31.3,68.94,74.53,6.23,Clayey Loam,"(28.75410707259263, 340.56186988239074)"
